Planning Region,town,street_name,Flat_Type,Storey_Level,Resale Price,Area (SQM),Sales,Area Unit (PSF)
North-East Region,HOUGANG,HOUGANG ST 52,4 ROOM,04 TO 06,426000,105.7368421,19,374.2946408
North-East Region,HOUGANG,HOUGANG ST 52,5 ROOM,04 TO 06,490250,120,4,379.5479953
North-East Region,HOUGANG,HOUGANG ST 52,EXECUTIVE,04 TO 06,661199,147.8333333,12,415.5183084
North-East Region,HOUGANG,HOUGANG ST 52,4 ROOM,06 TO 10,450000,100,1,418.0640846
North-East Region,HOUGANG,HOUGANG ST 52,EXECUTIVE,06 TO 10,655000,148,2,411.1591222
North-East Region,HOUGANG,HOUGANG ST 52,4 ROOM,07 TO 09,413378.8,104,20,369.2710034
North-East Region,HOUGANG,HOUGANG ST 52,5 ROOM,07 TO 09,510000,120.3333333,3,393.7445672
North-East Region,HOUGANG,HOUGANG ST 52,EXECUTIVE,07 TO 09,662083.3333,144,6,427.1500967
North-East Region,HOUGANG,HOUGANG ST 52,4 ROOM,10 TO 12,453361,104.25,8,404.0158837
North-East Region,HOUGANG,HOUGANG ST 52,5 ROOM,10 TO 12,517814.6667,120.5,6,399.2249232
North-East Region,HOUGANG,HOUGANG ST 52,EXECUTIVE,10 TO 12,680676.4706,147.4117647,17,428.9818706
North-East Region,HOUGANG,HOUGANG ST 52,5 ROOM,11 TO 15,523000,121,1,401.5565036
North-East Region,HOUGANG,HOUGANG ST 52,EXECUTIVE,11 TO 15,655933.3333,141,3,432.1862388
North-East Region,HOUGANG,HOUGANG ST 52,4 ROOM,13 TO 15,446125,102.75,8,403.3713755
North-East Region,HOUGANG,HOUGANG ST 52,5 ROOM,13 TO 15,528898.1818,120.2727273,11,408.540636
North-East Region,HOUGANG,HOUGANG ST 52,EXECUTIVE,13 TO 15,691000,143.3333333,3,447.8795077
North-East Region,HOUGANG,HOUGANG ST 52,4 ROOM,16 TO 18,435666.6667,100,3,404.7479693
North-East Region,HOUGANG,HOUGANG ST 52,5 ROOM,16 TO 18,540000,120,4,418.0640846
North-East Region,HOUGANG,HOUGANG ST 52,EXECUTIVE,16 TO 18,697500,141,2,459.5739937
North-East Region,HOUGANG,HOUGANG ST 61,3 ROOM,01 TO 03,307480,68.88,25,414.7191403
North-East Region,HOUGANG,HOUGANG ST 61,4 ROOM,01 TO 03,357615.3846,89.76923077,26,370.099958
North-East Region,HOUGANG,HOUGANG ST 61,5 ROOM,01 TO 03,509000,124,2,381.3523639
North-East Region,HOUGANG,HOUGANG ST 61,3 ROOM,01 TO 05,343800,74,1,431.6229198
North-East Region,HOUGANG,HOUGANG ST 61,4 ROOM,01 TO 05,420666.6667,104,3,375.7812498
North-East Region,HOUGANG,HOUGANG ST 61,3 ROOM,04 TO 06,308267.2727,68.54545455,22,417.8102644
North-East Region,HOUGANG,HOUGANG ST 61,4 ROOM,04 TO 06,381827.5862,93.10344828,29,381.0060583
North-East Region,HOUGANG,HOUGANG ST 61,5 ROOM,04 TO 06,474000,120.75,4,364.6880627
North-East Region,HOUGANG,HOUGANG ST 61,3 ROOM,06 TO 10,341666.6667,70.66666667,3,449.1778686
North-East Region,HOUGANG,HOUGANG ST 61,4 ROOM,06 TO 10,395750,89,4,413.1057715
North-East Region,HOUGANG,HOUGANG ST 61,3 ROOM,07 TO 09,325785.7143,69,14,438.6451092
North-East Region,HOUGANG,HOUGANG ST 61,4 ROOM,07 TO 09,399119.2,92.96666667,30,398.8464276
North-East Region,HOUGANG,HOUGANG ST 61,5 ROOM,07 TO 09,484633.3333,120.5,6,373.6427678
North-East Region,HOUGANG,HOUGANG ST 61,3 ROOM,10 TO 12,332314.6667,74,6,417.2036844
North-East Region,HOUGANG,HOUGANG ST 61,4 ROOM,10 TO 12,402694.4,92.1,20,406.2059735
North-East Region,HOUGANG,HOUGANG ST 61,5 ROOM,10 TO 12,451250,120.75,4,347.1845745
North-East Region,HOUGANG,HOUGANG ST 61,3 ROOM,11 TO 15,358444,74,2,450.0076959
North-East Region,HOUGANG,HOUGANG ST 61,5 ROOM,11 TO 15,525000,128,1,381.0479938
North-East Region,HOUGANG,HOUGANG ST 61,4 ROOM,13 TO 15,406840,91.6,5,412.6278316
North-East Region,HOUGANG,HOUGANG ST 61,5 ROOM,13 TO 15,551666.6667,122.6666667,3,417.8116304
North-East Region,HOUGANG,HOUGANG ST 61,5 ROOM,16 TO 18,590000,125,2,438.5027732
North-East Region,HOUGANG,HOUGANG ST 91,4 ROOM,01 TO 03,389362.5143,98.02857143,35,369.0046251
North-East Region,HOUGANG,HOUGANG ST 91,5 ROOM,01 TO 03,467266.6667,118.8484848,33,365.2594805
North-East Region,HOUGANG,HOUGANG ST 91,EXECUTIVE,01 TO 03,524750,137,8,355.8461125
North-East Region,HOUGANG,HOUGANG ST 91,4 ROOM,01 TO 05,422000,97,5,404.1765033
North-East Region,HOUGANG,HOUGANG ST 91,5 ROOM,01 TO 05,498000,119.6666667,3,386.6219389
North-East Region,HOUGANG,HOUGANG ST 91,4 ROOM,04 TO 06,390808.8929,97.26785714,56,373.2720182
North-East Region,HOUGANG,HOUGANG ST 91,5 ROOM,04 TO 06,476250.6047,118.1860465,43,374.3688286
North-East Region,HOUGANG,HOUGANG ST 91,EXECUTIVE,04 TO 06,582857.6,137,10,395.2503309
North-East Region,HOUGANG,HOUGANG ST 91,4 ROOM,06 TO 10,424360,96.8,5,407.2765724
North-East Region,HOUGANG,HOUGANG ST 91,4 ROOM,07 TO 09,406433.3333,98.13333333,45,384.7716926
North-East Region,HOUGANG,HOUGANG ST 91,5 ROOM,07 TO 09,497275.619,118.9285714,42,388.4555316
North-East Region,HOUGANG,HOUGANG ST 91,EXECUTIVE,07 TO 09,591541.6667,137,12,401.1392139
North-East Region,HOUGANG,HOUGANG ST 91,4 ROOM,10 TO 12,403206.2609,98.02173913,46,382.1511837
North-East Region,HOUGANG,HOUGANG ST 91,5 ROOM,10 TO 12,493612.5128,118.7179487,39,386.2781315
North-East Region,HOUGANG,HOUGANG ST 91,EXECUTIVE,10 TO 12,599772.7273,137,11,406.7209022
North-East Region,HOUGANG,HOUGANG ST 91,4 ROOM,11 TO 15,450000,100,1,418.0640846
North-East Region,HOUGANG,HOUGANG ST 91,5 ROOM,11 TO 15,504500,118,2,397.2002461
North-East Region,HOUGANG,HOUGANG ST 91,EXECUTIVE,11 TO 15,638000,137,1,432.6437728
North-East Region,HOUGANG,HOUGANG ST 91,4 ROOM,13 TO 15,414319.6571,98.48571429,35,390.8342769
North-East Region,HOUGANG,HOUGANG ST 91,5 ROOM,13 TO 15,504501.8537,118.9512195,41,394.025395
North-East Region,HOUGANG,HOUGANG ST 91,EXECUTIVE,13 TO 15,611090.9091,137,11,414.3960446
North-East Region,HOUGANG,HOUGANG ST 91,4 ROOM,16 TO 18,413000,100.5,2,381.7810214
North-East Region,HOUGANG,HOUGANG ST 91,5 ROOM,16 TO 18,534500,120,4,413.8060245
North-East Region,HOUGANG,HOUGANG ST 92,4 ROOM,01 TO 03,395107.52,101.76,25,360.7186051
North-East Region,HOUGANG,HOUGANG ST 92,5 ROOM,01 TO 03,453833.3333,121.6666667,6,346.541401
North-East Region,HOUGANG,HOUGANG ST 92,EXECUTIVE,01 TO 03,577500,141,2,380.5075001
North-East Region,HOUGANG,HOUGANG ST 92,4 ROOM,01 TO 05,442500,101,2,407.0260889
North-East Region,HOUGANG,HOUGANG ST 92,5 ROOM,01 TO 05,520000,121,1,399.2531203
North-East Region,HOUGANG,HOUGANG ST 92,EXECUTIVE,01 TO 05,625000,142,1,408.9046211
North-East Region,HOUGANG,HOUGANG ST 92,4 ROOM,04 TO 06,396789.4737,100.7894737,19,365.7424002
North-East Region,HOUGANG,HOUGANG ST 92,5 ROOM,04 TO 06,497059.6923,121.2307692,13,380.9132076
North-East Region,HOUGANG,HOUGANG ST 92,EXECUTIVE,04 TO 06,610000,142,1,399.0909102
North-East Region,HOUGANG,HOUGANG ST 92,4 ROOM,07 TO 09,401169.8824,101,17,369.0092841
North-East Region,HOUGANG,HOUGANG ST 92,5 ROOM,07 TO 09,502200,120.9285714,14,385.8141322
North-East Region,HOUGANG,HOUGANG ST 92,EXECUTIVE,07 TO 09,680000,143,1,441.7771212
North-East Region,HOUGANG,HOUGANG ST 92,4 ROOM,10 TO 12,421692.3077,100.8461538,13,388.4782289
North-East Region,HOUGANG,HOUGANG ST 92,5 ROOM,10 TO 12,508777.7778,120.6666667,9,391.7158673
North-East Region,HOUGANG,HOUGANG ST 92,EXECUTIVE,10 TO 12,644333.3333,142,3,421.553404
North-East Region,HOUGANG,HOUGANG ST 92,4 ROOM,13 TO 15,422500,100.75,8,389.5937706
North-East Region,HOUGANG,HOUGANG ST 92,5 ROOM,13 TO 15,524399.0833,120.8333333,12,403.1860648
North-East Region,HOUGANG,HOUGANG ST 92,EXECUTIVE,13 TO 15,670000,142,1,438.3457538
North-East Region,HOUGANG,LOR AH SOO,4 ROOM,01 TO 03,411600,105.1333333,15,363.7184046
North-East Region,HOUGANG,LOR AH SOO,5 ROOM,01 TO 03,604444.4444,139,9,403.9912284
North-East Region,HOUGANG,LOR AH SOO,EXECUTIVE,01 TO 03,639000,149.0555556,18,398.2749907
North-East Region,HOUGANG,LOR AH SOO,4 ROOM,01 TO 05,407000,104.5,2,361.8332428
North-East Region,HOUGANG,LOR AH SOO,5 ROOM,01 TO 05,551333.3333,143.6666667,3,356.5238442
North-East Region,HOUGANG,LOR AH SOO,EXECUTIVE,01 TO 05,602500,153,2,365.8440246
North-East Region,HOUGANG,LOR AH SOO,3 ROOM,04 TO 06,265000,74,1,332.6936409
North-East Region,HOUGANG,LOR AH SOO,4 ROOM,04 TO 06,416088.3636,104.5,44,369.9130268
North-East Region,HOUGANG,LOR AH SOO,5 ROOM,04 TO 06,538333.3333,132,3,378.8852394
North-East Region,HOUGANG,LOR AH SOO,EXECUTIVE,04 TO 06,666642.8571,148.7619048,21,416.3243813
North-East Region,HOUGANG,LOR AH SOO,4 ROOM,06 TO 10,425000,103,1,383.3381574
North-East Region,HOUGANG,LOR AH SOO,EXECUTIVE,06 TO 10,626500,148,2,393.2689925
North-East Region,HOUGANG,LOR AH SOO,3 ROOM,07 TO 09,294000,74,3,369.1016242
North-East Region,HOUGANG,LOR AH SOO,4 ROOM,07 TO 09,422567.4286,105.9285714,28,370.6066851
North-East Region,HOUGANG,LOR AH SOO,5 ROOM,07 TO 09,572250,132,12,402.7561825
North-East Region,HOUGANG,LOR AH SOO,EXECUTIVE,07 TO 09,690583.3333,149.6666667,12,428.6682837
North-East Region,HOUGANG,LOR AH SOO,3 ROOM,10 TO 12,359000,74,2,450.7057248
North-East Region,HOUGANG,LOR AH SOO,4 ROOM,10 TO 12,424319.5,105.4615385,26,373.7913386
North-East Region,HOUGANG,LOR AH SOO,5 ROOM,10 TO 12,582000,131.8,5,410.2399211
North-East Region,HOUGANG,LOR AH SOO,EXECUTIVE,10 TO 12,706611,150.875,8,435.1043813
North-East Region,HOUGANG,LOR AH SOO,4 ROOM,11 TO 15,446500,103,2,402.7305583
North-East Region,HOUGANG,LOR AH SOO,5 ROOM,11 TO 15,560000,132,1,394.1344905
North-East Region,HOUGANG,LOR AH SOO,3 ROOM,13 TO 15,365000,74,1,458.238411
North-East Region,HOUGANG,LOR AH SOO,4 ROOM,13 TO 15,447999.875,104.5,8,398.2831635
North-East Region,HOUGANG,LOR AH SOO,5 ROOM,13 TO 15,565000,131.3333333,3,399.6720944
North-East Region,HOUGANG,LOR AH SOO,3 ROOM,16 TO 18,318000,74,1,399.2323691
North-East Region,HOUGANG,UPP SERANGOON CRES,3 ROOM,01 TO 03,336500,67,2,466.5955704
North-East Region,HOUGANG,UPP SERANGOON CRES,4 ROOM,01 TO 03,437750,92.25,4,440.8492696
North-East Region,HOUGANG,UPP SERANGOON CRES,5 ROOM,01 TO 03,625750,111.25,4,522.5540093
North-East Region,HOUGANG,UPP SERANGOON CRES,3 ROOM,04 TO 06,346666.6667,67.33333333,3,478.3131441
North-East Region,HOUGANG,UPP SERANGOON CRES,4 ROOM,04 TO 06,434150,92.4,10,436.5140027
North-East Region,HOUGANG,UPP SERANGOON CRES,5 ROOM,04 TO 06,638577.6,111.8,5,530.6427346
North-East Region,HOUGANG,UPP SERANGOON CRES,4 ROOM,07 TO 09,450200,92.4,5,452.651397
North-East Region,HOUGANG,UPP SERANGOON CRES,5 ROOM,07 TO 09,620000,112,1,514.2851834
North-East Region,HOUGANG,UPP SERANGOON CRES,3 ROOM,10 TO 12,392333.3333,67,3,544.0148453
North-East Region,HOUGANG,UPP SERANGOON CRES,4 ROOM,10 TO 12,480171.6364,92,11,484.8853034
North-East Region,HOUGANG,UPP SERANGOON CRES,5 ROOM,10 TO 12,621000,112,3,515.1146756
North-East Region,HOUGANG,UPP SERANGOON CRES,3 ROOM,13 TO 15,375000,67.33333333,3,517.4060453
North-East Region,HOUGANG,UPP SERANGOON CRES,4 ROOM,13 TO 15,490765.3333,92.33333333,9,493.7938865
North-East Region,HOUGANG,UPP SERANGOON CRES,4 ROOM,16 TO 18,496818.1818,92.09090909,11,501.2000049
North-East Region,HOUGANG,UPP SERANGOON CRES,5 ROOM,16 TO 18,683714.2857,112.2857143,7,565.6925951
North-East Region,HOUGANG,UPP SERANGOON CRES,3 ROOM,19 TO 21,392888,67,1,544.7839538
North-East Region,HOUGANG,UPP SERANGOON CRES,4 ROOM,19 TO 21,518000,92,1,523.085014
North-East Region,HOUGANG,UPP SERANGOON RD,4 ROOM,01 TO 03,465000,105,1,411.4281467
North-East Region,HOUGANG,UPP SERANGOON RD,5 ROOM,01 TO 03,557000,124,1,417.3148658
North-East Region,HOUGANG,UPP SERANGOON RD,4 ROOM,04 TO 06,438333.3333,104.3333333,3,390.3118717
North-East Region,HOUGANG,UPP SERANGOON RD,5 ROOM,04 TO 06,552977.6,123.6,5,415.6419887
North-East Region,HOUGANG,UPP SERANGOON RD,4 ROOM,07 TO 09,455000,104.6666667,3,403.8623322
North-East Region,HOUGANG,UPP SERANGOON RD,5 ROOM,07 TO 09,593428.5714,124.4285714,7,443.0764657
North-East Region,HOUGANG,UPP SERANGOON RD,5 ROOM,10 TO 12,616500,125.5,4,456.3727457
North-East Region,HOUGANG,UPP SERANGOON RD,4 ROOM,13 TO 15,465000,104.5,2,413.3967025
North-East Region,HOUGANG,UPP SERANGOON RD,5 ROOM,13 TO 15,640088,124,1,479.5659566
North-East Region,HOUGANG,UPP SERANGOON VIEW,4 ROOM,01 TO 03,450000,92,1,454.4174832
North-East Region,HOUGANG,UPP SERANGOON VIEW,3 ROOM,07 TO 09,358000,67.66666667,3,491.5170518
North-East Region,HOUGANG,UPP SERANGOON VIEW,4 ROOM,07 TO 09,495000,92,1,499.8592316
North-East Region,HOUGANG,UPP SERANGOON VIEW,5 ROOM,07 TO 09,670000,115,1,541.2617134
North-East Region,HOUGANG,UPP SERANGOON VIEW,3 ROOM,10 TO 12,375000,68,1,512.333437
North-East Region,HOUGANG,UPP SERANGOON VIEW,4 ROOM,10 TO 12,478000,92,1,482.6923489
North-East Region,HOUGANG,UPP SERANGOON VIEW,5 ROOM,10 TO 12,683500,115,2,552.167733
North-East Region,HOUGANG,UPP SERANGOON VIEW,3 ROOM,13 TO 15,372000,67,1,515.8203631
North-East Region,HOUGANG,UPP SERANGOON VIEW,4 ROOM,13 TO 15,488962.6667,93,3,488.4533564
North-East Region,HOUGANG,UPP SERANGOON VIEW,3 ROOM,16 TO 18,378000,67,1,524.1400463
North-East Region,HOUGANG,UPP SERANGOON VIEW,4 ROOM,16 TO 18,500000,92,1,504.9083147
North-East Region,HOUGANG,UPP SERANGOON VIEW,3 ROOM,19 TO 21,388000,67,1,538.0061851
West Region,JURONG EAST,JURONG EAST AVE 1,3 ROOM,01 TO 03,304312.5,74,16,382.0484286
West Region,JURONG EAST,JURONG EAST AVE 1,4 ROOM,01 TO 03,376428.5714,104.2857143,7,335.3421196
West Region,JURONG EAST,JURONG EAST AVE 1,5 ROOM,01 TO 03,494500,136.875,8,335.6390702
West Region,JURONG EAST,JURONG EAST AVE 1,EXECUTIVE,01 TO 03,591095.2381,150.6190476,21,364.5926499
West Region,JURONG EAST,JURONG EAST AVE 1,3 ROOM,01 TO 05,324000,74,1,406.7650553
West Region,JURONG EAST,JURONG EAST AVE 1,4 ROOM,01 TO 05,417000,104,1,372.505819
West Region,JURONG EAST,JURONG EAST AVE 1,EXECUTIVE,01 TO 05,575000,149,1,358.5187899
West Region,JURONG EAST,JURONG EAST AVE 1,3 ROOM,04 TO 06,314928.5714,74,14,395.3763511
West Region,JURONG EAST,JURONG EAST AVE 1,4 ROOM,04 TO 06,389583.3333,104.5,12,346.3493878
West Region,JURONG EAST,JURONG EAST AVE 1,5 ROOM,04 TO 06,525262.5455,136.3636364,11,357.8559196
West Region,JURONG EAST,JURONG EAST AVE 1,EXECUTIVE,04 TO 06,578700,149,10,360.8257804
West Region,JURONG EAST,JURONG EAST AVE 1,5 ROOM,06 TO 10,506000,134.5,2,349.5091727
West Region,JURONG EAST,JURONG EAST AVE 1,3 ROOM,07 TO 09,321230.7692,74,13,403.2884309
West Region,JURONG EAST,JURONG EAST AVE 1,4 ROOM,07 TO 09,416666.6667,104.6666667,12,369.8373006
West Region,JURONG EAST,JURONG EAST AVE 1,5 ROOM,07 TO 09,518300,135.9,10,354.3170878
West Region,JURONG EAST,JURONG EAST AVE 1,EXECUTIVE,07 TO 09,618900,150.1,10,383.0629387
West Region,JURONG EAST,JURONG EAST AVE 1,3 ROOM,10 TO 12,329564.7059,74,17,413.7512525
West Region,JURONG EAST,JURONG EAST AVE 1,4 ROOM,10 TO 12,417666.6667,104.6666667,6,370.7249101
West Region,JURONG EAST,JURONG EAST AVE 1,5 ROOM,10 TO 12,525324.75,135.4166667,12,360.4010843
West Region,JURONG EAST,JURONG EAST AVE 1,EXECUTIVE,10 TO 12,577486,150.625,8,356.184278
West Region,JURONG EAST,JURONG EAST AVE 1,3 ROOM,11 TO 15,350000,74,1,439.4066955
West Region,JURONG EAST,JURONG EAST AVE 1,EXECUTIVE,11 TO 15,610000,149,1,380.3416728
West Region,JURONG EAST,JURONG EAST AVE 1,3 ROOM,13 TO 15,340875,74,8,427.9507352
West Region,JURONG EAST,JURONG EAST AVE 1,4 ROOM,13 TO 15,466250,105.5,4,410.5789983
West Region,JURONG EAST,JURONG EAST AVE 1,5 ROOM,13 TO 15,532333.3333,131,3,377.5223879
West Region,JURONG EAST,JURONG EAST ST 13,3 ROOM,01 TO 03,327727.2727,68.72727273,33,443.0102954
West Region,JURONG EAST,JURONG EAST ST 13,4 ROOM,01 TO 03,405571.4286,92.57142857,14,407.0246695
West Region,JURONG EAST,JURONG EAST ST 13,5 ROOM,01 TO 03,546250,120,4,422.9027893
West Region,JURONG EAST,JURONG EAST ST 13,EXECUTIVE,01 TO 03,755000,162,1,432.9744635
West Region,JURONG EAST,JURONG EAST ST 13,3 ROOM,01 TO 05,333250,68,4,455.2936477
West Region,JURONG EAST,JURONG EAST ST 13,3 ROOM,04 TO 06,335833.3333,69.19444444,36,450.9027863
West Region,JURONG EAST,JURONG EAST ST 13,4 ROOM,04 TO 06,423706.2857,91.78571429,14,428.8645614
West Region,JURONG EAST,JURONG EAST ST 13,5 ROOM,04 TO 06,578698.2857,126.4285714,7,425.2431346
West Region,JURONG EAST,JURONG EAST ST 13,3 ROOM,06 TO 10,338250,67.5,2,465.5479065
West Region,JURONG EAST,JURONG EAST ST 13,4 ROOM,06 TO 10,424333.3333,92,3,428.4988564
West Region,JURONG EAST,JURONG EAST ST 13,3 ROOM,07 TO 09,338696.8,67.97142857,35,462.9296967
West Region,JURONG EAST,JURONG EAST ST 13,4 ROOM,07 TO 09,432064.6667,92.41666667,12,434.3389705
West Region,JURONG EAST,JURONG EAST ST 13,5 ROOM,07 TO 09,560000,120,3,433.5479396
West Region,JURONG EAST,JURONG EAST ST 13,3 ROOM,10 TO 12,342874.6667,67.85714286,21,469.4292798
West Region,JURONG EAST,JURONG EAST ST 13,4 ROOM,10 TO 12,432269.7143,91.14285714,7,440.6182852
West Region,JURONG EAST,JURONG EAST ST 13,5 ROOM,10 TO 12,635000,122.5,6,481.5794897
West Region,JURONG EAST,JURONG EAST ST 13,3 ROOM,11 TO 15,349142.8571,68,7,477.0068267
West Region,JURONG EAST,JURONG EAST ST 13,3 ROOM,13 TO 15,354800,68,5,484.7357425
West Region,JURONG EAST,JURONG EAST ST 13,5 ROOM,13 TO 15,633625,120,8,490.5478807
West Region,JURONG EAST,JURONG EAST ST 13,5 ROOM,16 TO 18,624285.7143,120,7,483.3174734
West Region,JURONG EAST,JURONG EAST ST 13,5 ROOM,16 TO 20,680000,120,1,526.4510695
West Region,JURONG EAST,JURONG EAST ST 13,5 ROOM,19 TO 21,628200,120,5,486.3478851
West Region,JURONG EAST,JURONG EAST ST 13,5 ROOM,22 TO 24,645688.8,120,10,499.8875872
West Region,JURONG EAST,JURONG EAST ST 13,5 ROOM,25 TO 27,699000,120,2,541.1607317
West Region,JURONG EAST,JURONG EAST ST 21,3 ROOM,01 TO 03,304269.1733,69.53333333,75,406.5324814
West Region,JURONG EAST,JURONG EAST ST 21,4 ROOM,01 TO 03,416718.8936,94.5106383,47,409.6310236
West Region,JURONG EAST,JURONG EAST ST 21,5 ROOM,01 TO 03,519516.45,121.45,20,397.4039048
West Region,JURONG EAST,JURONG EAST ST 21,EXECUTIVE,01 TO 03,656111,146.25,16,416.7847211
West Region,JURONG EAST,JURONG EAST ST 21,3 ROOM,01 TO 05,334750,69,8,450.7148223
West Region,JURONG EAST,JURONG EAST ST 21,4 ROOM,01 TO 05,444400,97.2,5,424.7546392
West Region,JURONG EAST,JURONG EAST ST 21,5 ROOM,01 TO 05,530000,125,2,393.9092708
West Region,JURONG EAST,JURONG EAST ST 21,EXECUTIVE,01 TO 05,680000,144,1,438.7092246
West Region,JURONG EAST,JURONG EAST ST 21,3 ROOM,04 TO 06,314278.3137,68.09803922,102,428.7559428
West Region,JURONG EAST,JURONG EAST ST 21,4 ROOM,04 TO 06,415850,94.6,50,408.3907671
West Region,JURONG EAST,JURONG EAST ST 21,5 ROOM,04 TO 06,540194.4444,121.5833333,36,412.7683727
West Region,JURONG EAST,JURONG EAST ST 21,EXECUTIVE,04 TO 06,725169.3913,145.3478261,23,463.5123068
West Region,JURONG EAST,JURONG EAST ST 21,3 ROOM,06 TO 10,344000,68.875,8,464.0098249
West Region,JURONG EAST,JURONG EAST ST 21,4 ROOM,06 TO 10,449000,99.5,2,419.2312093
West Region,JURONG EAST,JURONG EAST ST 21,5 ROOM,06 TO 10,595500,123,2,449.7871045
West Region,JURONG EAST,JURONG EAST ST 21,EXECUTIVE,06 TO 10,702000,144,2,452.9027583
West Region,JURONG EAST,JURONG EAST ST 21,3 ROOM,07 TO 09,319068.2985,68.11940299,67,435.1541894
West Region,JURONG EAST,JURONG EAST ST 21,4 ROOM,07 TO 09,440484.4667,94.73333333,60,431.974514
West Region,JURONG EAST,JURONG EAST ST 21,5 ROOM,07 TO 09,550160.4444,121.0277778,36,422.3131927
West Region,JURONG EAST,JURONG EAST ST 21,EXECUTIVE,07 TO 09,757588.2353,145.5882353,17,483.4341051
West Region,JURONG EAST,JURONG EAST ST 21,3 ROOM,10 TO 12,334783.6923,69.26923077,26,449.0082034
West Region,JURONG EAST,JURONG EAST ST 21,4 ROOM,10 TO 12,449065.2174,94,23,443.8251514
West Region,JURONG EAST,JURONG EAST ST 21,5 ROOM,10 TO 12,573114.5806,121.1290323,31,439.5654563
West Region,JURONG EAST,JURONG EAST ST 21,EXECUTIVE,10 TO 12,759076.9231,144.5384615,13,487.9021213
West Region,JURONG EAST,JURONG EAST ST 21,4 ROOM,11 TO 15,520000,104,1,464.5156495
West Region,JURONG EAST,JURONG EAST ST 21,5 ROOM,11 TO 15,620000,124,1,464.5156495
West Region,JURONG EAST,JURONG EAST ST 21,EXECUTIVE,11 TO 15,740000,145,1,474.1263181
West Region,JURONG EAST,JURONG EAST ST 21,4 ROOM,13 TO 15,546900,102,2,498.124723
West Region,JURONG EAST,JURONG EAST ST 21,5 ROOM,13 TO 15,585787.8,120.25,20,452.5698136
West Region,JURONG EAST,JURONG EAST ST 21,EXECUTIVE,13 TO 15,785636.3636,143.3636364,11,509.1115083
West Region,JURONG EAST,JURONG EAST ST 21,4 ROOM,16 TO 18,554000,104,2,494.8878266
West Region,JURONG EAST,JURONG EAST ST 21,5 ROOM,16 TO 18,599642.8571,120.2857143,14,463.1364463
West Region,JURONG EAST,JURONG EAST ST 21,EXECUTIVE,16 TO 18,816355.5556,141,9,537.8864271
West Region,JURONG EAST,JURONG EAST ST 21,5 ROOM,16 TO 20,595000,118,1,468.4522228
West Region,JURONG EAST,JURONG EAST ST 21,4 ROOM,19 TO 21,554400,104,2,495.2451463
West Region,JURONG EAST,JURONG EAST ST 21,5 ROOM,19 TO 21,618040.3636,120.2727273,22,477.3973742
West Region,JURONG EAST,JURONG EAST ST 21,EXECUTIVE,19 TO 21,820572.5714,140,7,544.5268586
West Region,JURONG EAST,JURONG EAST ST 21,4 ROOM,22 TO 24,563500,101,2,518.3258782
West Region,JURONG EAST,JURONG EAST ST 21,5 ROOM,22 TO 24,626000,120,18,484.644661
West Region,JURONG EAST,JURONG EAST ST 21,5 ROOM,25 TO 27,608000,120,3,470.7091915
West Region,JURONG EAST,JURONG EAST ST 24,3 ROOM,01 TO 03,297022.433,69.50515464,97,397.0110393
West Region,JURONG EAST,JURONG EAST ST 24,4 ROOM,01 TO 03,378000,95.94736842,19,366.0067356
West Region,JURONG EAST,JURONG EAST ST 24,5 ROOM,01 TO 03,456000,121,7,350.1142747
West Region,JURONG EAST,JURONG EAST ST 24,3 ROOM,01 TO 05,330512.5,69.875,8,439.4367903
West Region,JURONG EAST,JURONG EAST ST 24,4 ROOM,01 TO 05,407000,91,2,415.5118008
West Region,JURONG EAST,JURONG EAST ST 24,3 ROOM,04 TO 06,297069.1205,68.8359375,128,400.9337579
